ATA ,"CRJ
30,Y,Y,Y,B1-007272,"L OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−08−810−801,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007273,"L OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH B FAULT,30−12−08−810−802 ,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007274,"L OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH A FAULT,30−12−08−810−803,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007262,"L IB WG
T SNSR",Fault,"AIR, TAXI",L WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−06−810−801,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007263,"L IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH B FAULT,30−12−06−810−802,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007264,"L IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH A FAULT,30−12−06−810−803,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007710,"R IB WG
T SNSR",Fault,"AIR, TAXI",R WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−06−810−804,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007711,"R IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH B FAULT,30−12−06−810−805,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007712,"R IB WG
T SNSR",Service,"AIR, TAXI",NIL,CH A FAULT,30−12−06−810−806,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007722,"R OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I  ( C )                                  WING A/I FAULT (S),CH A&B FAULT,30−12−08−810−804 ,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007723,"R OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH B FAULT,30−12−08−810−805,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-007724,"R OB WG
T SNSR",Fault,"AIR, TAXI",WING A/I FAULT (S),CH A FAULT,30−12−08−810−806,CRJ700/900-SL-30-011,Troubleshooting repeated or persistent L/R WING A/I -Caution Messages (with no associated Maintenance Diagnostic Compuer (MDC ) messages),N,"Troubleshooting tips
"
30,Y,Y,Y,B1-039268,"L COWL
A/I SOV",Fault,"AIR, TAXI, GND",L COWL A/ICE SOV ,SOV SW POSITION MISMATCH,30−22−01−810−802 ,CRJ700/900-SL-45-0008,Introduction of new MDC-4110 and MDT-3110 and identification of known nuisance issues,Y,Nuisance Msg - Cross check with EICAS
30,Y,Y,Y,B1-039271,"L COWL
A/I SOV",Fault,"AIR, TAXI, GND",R COWL A/ICE SOV ,SOV SW POSITION MISMATCH,30−22−01−810−808 ,CRJ700/900-SL-45-0008,Introduction of new MDC-4110 and MDT-3110 and identification of known nuisance issues,Y,Nuisance Msg - Cross check with EICAS
30,Y,Y,Y,B1-031999,"L COWL
A/I SOV",Fault,"AIR, TAXI, GND",NIL,FAILED CLOSED,30−22−01−810−804,None,,N,Cross check with PIREPS / follow FIM
30,Y,Y,Y,B1-039196,"L COWL
A/I SOV",Fault,"AIR, TAXI, GND",NIL,FAILED CLOSED,30−22−01−810−804,None,,N,Cross check with PIREPS / follow FIM
30,Y,Y,Y,B1-039204,"R COWL
A/I SOV",Fault,"AIR, TAXI, GND",NIL,FAILED CLOSED,30−22−01−810−809,None,,N,Cross check with PIREPS / follow FIM
31,Y,Y,Y,B1-070188,CFMS ECU,Service,"AIR, TAXI",NIL,"NO BUS OUTPUT TO DCU 
(MDT -114 & before)",31−31−00−810−805,AOM 700-934,"Crew Force Measuring System (CFMS), Electronic Control Unit (ECU)-previous version replacement for the laest certified unit P/N FE340000005",N,"CFMS ECU PN FE340000001 & 04 show more MDC msgs related to NO OUTPUT TO DCU than PN FE340000005. They usually clear when CFMS ECU pwr is reset (intermittent MDC msg).
FOC Ratier-Figeac SB FE340-27-04 to replace from CFMS ECU PN FE340000004 to 05
Ratier-Figeac SIL F0221-27-003 - discount incentive to exchange old CFMS ECU PN FE340000001 by 05."
31,Y,Y,Y,B1-344932,CFMS ECU,Service,"AIR, TAXI",NIL,"NO BUS OUTPUT TO DCU
(MDT -115)",31−31−00−810−805,AOM 700-934,"Crew Force Measuring System (CFMS), Electronic Control Unit (ECU)-previous version replacement for the laest certified unit P/N FE340000005",N,"CFMS ECU PN FE340000001 & 04 show more MDC msgs related to NO OUTPUT TO DCU than PN FE340000005. They usually clear when CFMS ECU pwr is reset (intermittent MDC msg).
FOC Ratier-Figeac SB FE340-27-04 to replace from CFMS ECU PN FE340000004 to 05
Ratier-Figeac SIL F0221-27-003 - discount incentive to exchange old CFMS ECU PN FE340000001 by 05."
31,Y,Y,Y,B1-070197,DCU 1,Service,"AIR, TAXI",NIL,NO CFMS BUS INPUT,31−41−04−810−980,AOM 700-934,"Crew Force Measuring System (CFMS), Electronic Control Unit (ECU)-previous version replacement for the laest certified unit P/N FE340000005",,"CFMS ECU PN FE340000001 & 04 show more MDC msgs related to NO OUTPUT TO DCU than PN FE340000005. They usually clear when CFMS ECU pwr is reset (intermittent MDC msg).
FOC Ratier-Figeac SB FE340-27-04 to replace from CFMS ECU PN FE340000004 to 05
Ratier-Figeac SIL F0221-27-003 - discount incentive to exchange old CFMS ECU PN FE340000001 by 05."
31,Y,Y,Y,B1-070199,DCU 2,Service,"AIR, TAXI",NIL,NO CFMS BUS INPUT,31−41−05−810−867,AOM 700-934,"Crew Force Measuring System (CFMS), Electronic Control Unit (ECU)-previous version replacement for the laest certified unit P/N FE340000005",,"CFMS ECU PN FE340000001 & 04 show more MDC msgs related to NO OUTPUT TO DCU than PN FE340000005. They usually clear when CFMS ECU pwr is reset (intermittent MDC msg).
FOC Ratier-Figeac SB FE340-27-04 to replace from CFMS ECU PN FE340000004 to 05
Ratier-Figeac SIL F0221-27-003 - discount incentive to exchange old CFMS ECU PN FE340000001 by 05."
31,Y,Y,Y,B1-070186,"R AIL FDR
CFS",Service,"AIR, TAXI",NIL,R AIL FDR FORCE SENSOR,31−31−00−810−811,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-070156,"L AIL FDR 
FS",Service,"AIR, TAXI",NIL,L AIL FDR FORCE SENSOR,31−31−00−810−807,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-070131,"L RUD FDR
CFS 1",Service,"AIR, TAXI",NIL,L RUD FDR FORCE SENSOR 1,31−31−00−810−809,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-070133,"L RUD FDR
CFS 2",Service,"AIR, TAXI",NIL,L RUD FDR FORCE SENSOR 2,31−31−00−810−810,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-070135,R RUD FDR CFS 1,Service,"AIR, TAXI",NIL,R RUD FDR FORCE SENSOR 1,31−31−00−810−813,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-070139,R RUD FDR CFS 2,Service,"AIR, TAXI",NIL,R RUD FDR FORCE SENSOR 2,31−31−00−810−814,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-070154,"L ELEV FDR
CFS",Service,"AIR, TAXI",NIL,L ELEV FDR FORCE SENSOR,31−31−00−810−808,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-070184,"R ELEV FDR
CFS",Service,"AIR, TAXI",NIL,R ELEV FDR FORCE SENSOR,31−31−00−810−812,None,,N,No FDE / Crosscheck with Functional Test of the FDR Dedicated Sensors AMM 31-31-01-720-801
31,Y,Y,Y,B1-007208,LDU,Fault,"AIR, TAXI",NIL,NO INTERNAL XTALK,31−41−07−810−804,None,,N,Crosscheck with inop P/B lights / Follow FIM
31,Y,Y,Y,b1-007210,LDU,Fault,"AIR, TAXI",NIL,NO R-DCU-6 BUS INPUT,31−41−07−810−806,None,,N,Follow FIM
31,Y,Y,Y,B1-006250,DCU 1,Fault,"AIR, TAXI",FDR FAIL (S),FDR FAILURE,31−41−04−810−984 ,None,,N,"System message, cross check with PIREPS / EICAS"
31,Y,Y,Y,B1-006314,DCU 2,Fault,"AIR, TAXI",,FDR FAILURE,31−41−05−810−871 ,None,,N,"System message, cross check with PIREPS / EICAS"
32,Y,Y,Y,B1-007408,NG CENT RD1 SNSR,Fault,"AIR, TAXI",PROX SYSTEM ( C ),OUT−OF−RIG/UNREASON−FAR,32−61−05−810−824,ISAR 2012-11,GEAR DISAGREE Warning on Retraction - Caused by NLG Centering Proximity Sensor PX08 (PX37),N,"Troubleshooting tips
Addition of lock washer and sealant to NG centering prox sensor target"
32,Y,Y,Y,B1-007412,NG CENT RD2 SNSR,Fault,"AIR, TAXI",PROX SYSTEM ( C ),OUT−OF−RIG/UNREASON−FAR,32−61−05−810−828,IS67032110030,Addition of Lock Washer and Sealant  to NLG Centering Prox Sensor target assembly to prevent loosing,N,"Troubleshooting tips
Addition of lock washer and sealant to NG centering prox sensor target"
32,Y,Y,Y,B1-006067,ASCU,Fault,AIR,A/SKID FAULT (S),OUTBOARD SPINDOWN FAIL,32−44−06−810−812,ISAR 2014-12,Brake Spindown Line Bleeding,N,Troubleshooting tips
32,Y,Y,Y,B1-006066,ASCU,Fault,AIR,A/SKID FAULT (S),INBOARD SPINDOWN FAIL,32−44−06−810−811,ISAR 2014-12,Brake Spindown Line Bleeding,N,Troubleshooting tips
32,Y,Y,Y,B1-007459,NWS ECU,Service,"AIR, TAXI",NIL,NO LA-IOC-6 BUS INPUT,32−51−10−810−807,None,,Y,Cross check with PIREPS &  EICAS
32,Y,Y,Y,B1-007464,NWS M/FOLD,Fault,"AIR, TAXI, GND",STEERING INOP ( C ),NWS SOLENOID VALVE FAIL,32−51−50−810−801,BA Tx Ltr 670BA-00-215,CRJ Nose Landing Gear-Manifold Assembly Introduction of New Configuration,N,"Solenoid valve (SOV) and electro-hydraulic servo valve (EHSV) upgrade and Service Bulletin Vendors 700 
Goodrich VSB 53000-32-87 NOSE LANDING GEAR MANIFOLD ASSEMBLY INTRODUCTION OF NEW SOLENOID VALVE SEAL "
32,Y,Y,Y,B1-007465,NWS M/FOLD,Fault,"AIR, TAXI, GND",STEERING INOP ( C ),NWS EHSV FAIL,32−51−50−810−802,Goodrich SB 53000-32-70,CRJ Nose Landing Gear-Manifold Assembly Introduction of New Configuration,N,"Solenoid valve (SOV) and electro-hydraulic servo valve (EHSV) upgrade and Service Bulletin Vendors 700 
Goodrich VSB 53000-32-87 NOSE LANDING GEAR MANIFOLD ASSEMBLY INTRODUCTION OF NEW SOLENOID VALVE SEAL "
32,Y,Y,Y,B1-007466,NWS PRESS SW ,Fault,GND,STEERING INOP ( C ),SW POS DISAGREE,32−51−35−810−801,None,,N,Crosscheck with PIREPS / Follow FIM
32,Y,Y,Y,B1-007462,L NWS ACT,Fault,"AIR, TAXI, GND",STEERING INOP ( C ),LVDT OPEN OR SHORT,32−52−01−810−803,ISAR 2012-06,CRJ700/900 Steering Inop Caution Message - Using all of the Available Troubleshooting Resources,N,Troubleshooting tips
32,Y,Y,Y,B1-007467,R NWS ACT,Fault,"AIR, TAXI, GND",STEERING INOP ( C ),LVDT OPEN OR SHORT,32−52−01−810−801,ISAR 2012-06,CRJ700/900 Steering Inop Caution Message - Using all of the Available Troubleshooting Resources,N,Troubleshooting tips
32,Y,Y,Y,B1-007451,NG SYS,Fault,"AIR, TAXI",GEAR DISAGREE ( W ) ,GEAR IN TRANSIT TOO LONG,32−21−00−810−804 ,ISAR 2015-10,Gear Disagree on Gear Retraction - Nose Gear WOW (Weight on Wheel) Support Bracket Loose,N,Troubleshooting tips
32,Y,Y,Y,B1-007454,NG SYS,Fault,"AIR, TAXI",GEAR DISAGREE ( W ) ,GEAR IN TRANSIT TOO LONG,,ISAR 2015-10,Gear Disagree on Gear Retraction - Nose Gear WOW (Weight on Wheel) Support Bracket Loose,N,Troubleshooting tips
32,Y,Y,Y,B1-007457,NWS ECU,Fault,"AIR, TAXI, GND",STEERING INOP ( C ),WOW INPUT DISAGREE,32−51−10−810−805,ISAR 2015-10,Gear Disagree on Gear Retraction - Nose Gear WOW (Weight on Wheel) Support Bracket Loose,N,Troubleshooting tips
32,Y,Y,Y,B1-007455,NWS ECU,Fault,"AIR, TAXI",STEERING INOP ( C ),NO NWS-A BUS TO DCU ,32−51−10−810−802,Goodrich SB 448000-32-03,CRJ Nose Landing Gear Nose Wheel Steering (NWS) Electronic Control Unit (ECU)-In Service Resistor Modification,N,AOM700-902
32,Y,Y,Y,B1-007456,NWS ECU,Fault,"AIR, TAXI, GND",STEERING INOP ( C ),"INTERNAL FAULT
(NWS ECU)",32−51−10−810−804,BAE SB 448000-32-03,LANDING GEAR - Nose Wheel Steering Electronic Control Unit (NWS ECU),N,VSB to resolve solder fatigue on multiple resistors on A1/A2 circuit card assemblies. 
32,Y,Y,Y,B1-047818,PSEU,Fault,AIR,NIL,LA&LB IOC-6 BUS DEGRADED ,32−61−01−810−816,None,,N,PSEU detected one or more PSEU input labels missing from the LA-IOC-6 bus and the LB-IOC-6 bus for 14 s.  Cross check with PIREPS &  EICAS / Follow FIM
34,Y,Y,Y,B1-005852,ADC1,Fault,"AIR,TAXI",NIL,NO L-ADC-2 BUS OUTPUT,34−13−01−810−805,None,,N,Cross check with PIREPS & FDE on Air Data 
34,Y,Y,Y,B1-005872,ADC2,Fault,"AIR, TAXI",NIL,NO R-ADC-3 BUS OUTPUT,34−13−01−810−816,None,,N,Cross check with PIREPS & FDE on Air Data 
34,Y,Y,Y,B1-005861,ADC1,Service,"AIR, TAXI",NIL,INTERNAL BATTERY FAIL,34−13−01−810−810,None,,N,Cross check with PIREPS & FDE on Air Data 
34,Y,Y,Y,B1-005878,ADC2,Service,"AIR, TAXI",NIL,INTERNAL BATTERY FAIL,34−13−01−810−820,None,,N,Cross check with PIREPS & FDE on Air Data 
34,Y,Y,Y,B1-006053,ARP1,Fault,"AIR, TAXI",NIL,NO L-ARP-1 BUS OUTPUT ,34−13−04−810−801,None,,Y,"Cross check with PIREPS / FDE
These ARP messages are driven by the ADC monitors of the ARP. If there is no FDE they are most likely posted on ADC power up if the ARP is not up and running soon enough for the ADC. "
34,Y,Y,Y,B1-006054,ARP2,Fault,"AIR, TAXI",NIL,NO R-ARP-1 BUS OUTPUT,34−13−04−810−802,None,,Y,"Cross check with PIREPS / FDE
These ARP messages are driven by the ADC monitors of the ARP. If there is no FDE they are most likely posted on ADC power up if the ARP is not up and running soon enough for the ADC. "
34,Y,Y,Y,B1-005922,AHC1,Fault,"AIR, TAXI",NIL,INTERNAL FAULT,34−21−01−810−802,None,,Y,"Cross check with PIREPS / FDE
These 2 B1-codes from AHC 1 & 2 are in the top 5 of LRUs logging MDC msgs with no bit set - crosscheck with DETAILED DIAGNOSTIC DATA (bits) on MDC and/or ""False Msg"" filter on MDCA"
34,Y,Y,Y,B1-005934,AHC2,Fault,"AIR, TAXI",NIL,INTERNAL FAULT,34−21−01−810−807,None,,Y,"Cross check with PIREPS / FDE
These 2 B1-codes from AHC 1 & 2 are in the top 5 of LRUs logging MDC msgs with no bit set - crosscheck with DETAILED DIAGNOSTIC DATA (bits) on MDC and/or ""False Msg"" filter on MDCA"
34,Y,Y,Y,B1-006424,DME1,Fault,"AIR, TAXI",NIL,INTERNAL FAULT,34−53−01−810−802,None,,N,Cross check with PIREPS / DME dashed
34,Y,Y,Y,B1-006430,DME2,Fault,"AIR, TAXI",NIL,INTERNAL FAULT,34−53−01−810−807,None,,N,Cross check with PIREPS / DME dashed
34,Y,Y,Y,B1-006423,DME1,Fault,"AIR, TAXI",NIL,NO OUTPUT/NO BUS TO IOC,34−53−01−810−801,None,,N,Cross check with PIREPS / DME dashed
34,Y,Y,Y,B1-006429,DME2,Fault,"AIR, TAXI",NIL,NO OUTPUT/NO BUS TO IOC,34−53−01−810−806,None,,N,Cross check with PIREPS / DME dashed
34,Y,Y,N,B1-008241,TCAS CH A,Fault,"AIR, TAXI",NIL,NO L-IRS-3 BUS INPUT,34−43−01−810−808,None,,N,"Applicable only to aircraft with TTR-921 
System message , cross check with PIREPS / PFD-MFD TCAS FAIL amber"
34,Y,Y,N,B1-008240,TCAS CH A,Fault,"AIR, TAXI",NIL,NO L-AHC-3 BUS INPUT,34−43−01−810−807,None,,N,"Applicable only to aircraft with TTR-921 
System message , cross check with PIREPS / PFD-MFD TCAS FAIL amber"
34,Y,Y,N,B1-008231,TCAS CH A,Fault,AIR,NIL,NO OUTPUT,34−43−01−810−801,None,,N,"Applicable only to aircraft with TTR-921 
System message , cross check with PIREPS / PFD-MFD TCAS FAIL amber"
34,Y,Y,Y,B1-283588,TSS-4100,Fault,"AIR, TAXI",NIL,ACAS SYSTEM SUMMARY FAIL,34−43−01−810−834,None,,N,"Applicable only to aircraft with TSS-4100
Fault external to TSS , cross check with PIREPS / PFD-MFD TCAS FAIL amber"
34,Y,Y,Y,B1-283592,TSS-4100,Service,"AIR, TAXI",NIL,FAN FAILURE,34−43−01−810−838,None,,N,"Applicable only to aircraft with TSS-4100
Svc msg / no FDE / check fan on rack / follow FIM"
34,Y,Y,Y,B1-006515,EGPWS,Fault,"AIR, TAXI",NIL,NO EGPWS−1&2 BUS OUTPUT,34−42−01−810−801,None,,,"System message, cross check with PIREPS "
34,Y,Y,Y,B1-007130,IRS 1,Fault,"AIR, TAXI",NIL,NO L−IRS−1 BUS OUTPUT,34−45−01−810−803,None,,,"System message, cross check with PIREPS "
34,Y,Y,Y,B1-007147,IRS 2,Fault,"AIR, TAXI",NIL,NO R−IRS−1 BUS OUTPUT,34−45−01−810−813,None,,,"System message, cross check with PIREPS "
34,Y,Y,Y,B1-008295,VIR 1,Fault,"AIR, TAXI",VHF NAV 1 dashed on RTU,INVALID/NO FREQ OUTPUT,34−51−01−810−803,FIM - FDE Intermittent section,LANDING GEAR - Nose Wheel Steering Electronic Control Unit (NWS ECU),N,Power reset / FIM
34,Y,Y,Y,B1-008302,VIR 2,Fault,"AIR, TAXI",VHF NAV 2 dashed on RTU,INVALID/NO FREQ OUTPUT,34−51−01−810−809,FIM - FDE Intermittent section,LANDING GEAR - Nose Wheel Steering Electronic Control Unit (NWS ECU),N,Power reset / FIM
36,Y,Y,Y,B1-007532,"PK1 INLET
XDCR",Fault,"AIR, TAXI",L ENG BLEED SNSR (S),NO SIGNAL/OUT OF RANGE,21−53−10−810−801,CRJ700/900-SL-36-013,L ( R )  ENG BLEED SNSR (S) EICAS message and L( R ) BLEED T SNSR CH A&B MDC message,N,Troubleshooting tips
36,Y,Y,Y,B1-007544,"PK2 INLET
XDCR",Fault,"AIR, TAXI",R ENG BLEED SNSR (S),NO SIGNAL/OUT OF RANGE,21−53−10−810−803,CRJ700/900-SL-36-013,L ( R )  ENG BLEED SNSR (S) EICAS message and L( R ) BLEED T SNSR CH A&B MDC message,N,Troubleshooting tips
36,Y,Y,N,B1-006087,"L BLEED
T SNSR",Fault,"AIR, TAXI",NIL,CH A&B FAULT,36−21−19−810−802,CRJ700/900-SL-36-013,L ( R )  ENG BLEED SNSR (S) EICAS message and L( R ) BLEED T SNSR CH A&B MDC message,N,"SL - Troubleshooting tips

SB - MDC messages applicable to aircraft:
Pre BA SB 670BA-21-031
or Pre Production Cut-in: 10320, 15263"
36,Y,Y,N,B1-006090,"R BLEED
T SNSR",Fault,"AIR, TAXI",NIL,CH A&B FAULT,36−21−19−810−805,CRJ700/900-SL-36-013,L ( R )  ENG BLEED SNSR (S) EICAS message and L( R ) BLEED T SNSR CH A&B MDC message,N,"SL - Troubleshooting tips

SB - MDC messages applicable to aircraft:
Pre BA SB 670BA-21-031
or Pre Production Cut-in: 10320, 15263"
36,Y,Y,N,B1-006088,"L BLEED
T SNSR",Service,"AIR, TAXI",NIL,CH A FAULT,36−21−19−810−803,CRJ700/900-SL-36-013,L ( R )  ENG BLEED SNSR (S) EICAS message and L( R ) BLEED T SNSR CH A&B MDC message,N,"SL - Troubleshooting tips

SB - MDC messages applicable to aircraft:
Pre BA SB 670BA-21-031
or Pre Production Cut-in: 10320, 15263"
36,Y,Y,N,B1-006089,"L BLEED
T SNSR",Service,"AIR, TAXI",NIL,CH B FAULT,36−21−19−810−804,BA SB 670BA-21-031,Air Condioning - Temperature Control - Installation of Air - Conditioning System Controllers (ACSCs),N,"SL - Troubleshooting tips

SB - MDC messages applicable to aircraft:
Pre BA SB 670BA-21-031
or Pre Production Cut-in: 10320, 15263"
36,Y,Y,N,B1-006091,"R BLEED
T SNSR",Service,"AIR, TAXI",NIL,CH A FAULT,36−21−19−810−806,BA SB 670BA-21-031,Air Condioning - Temperature Control - Installation of Air - Conditioning System Controllers (ACSCs),N,"SL - Troubleshooting tips

SB - MDC messages applicable to aircraft:
Pre BA SB 670BA-21-031
or Pre Production Cut-in: 10320, 15263"
36,Y,Y,N,B1-006092,"L BLEED
T SNSR",Service,"AIR, TAXI",NIL,CH B FAULT,36−21−19−810−807,BA SB 670BA-21-031,Air Condioning - Temperature Control - Installation of Air - Conditioning System Controllers (ACSCs),N,"SL - Troubleshooting tips

SB - MDC messages applicable to aircraft:
Pre BA SB 670BA-21-031
or Pre Production Cut-in: 10320, 15263"
36,Y,Y,Y,B1-007554,L PRESS REG SOV,Fault,"AIR, TAXI","L ENG BLEED (C ) 
PACK CYCLING ",NO CONTROL/POS DISAGREE,36−12−01−810−801,CRJ700/900-SL-36-014,Pressure Regulating Shutoff-Valve - EICAS Cycling,N,PRSOV troubleshooting tips
